,count,hate_speech,offensive_language,neither,class,tweet,clean_tweets
11606,3,2,1,0,hate_speech,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,if yer go to continue contrarian bitch go die i have time trifle
11607,3,0,2,1,offensive_language,"If yo name wus in this song you wus a hoe then, &amp; a overgrown THOT now.... http://t.co/RbJoHBEN",if yo name wu song wu hoe amp overgrown thot
11608,3,0,3,0,offensive_language,"If yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. You still give him pussy ladies?",if yo nigga catch cheat beat yo as front yo lil yeah lil yeah do not help you still give pussy lady
11609,3,0,3,0,offensive_language,"If yo pussy good my ""Pullout"" game weak!!",if yo pussy good pullout game weak
11610,3,1,2,0,offensive_language,"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;",if like chocolate sodapop tweet bad happycolumbusdayyou be fuckin retard hypocritegt
11611,3,0,3,0,offensive_language,"If you a bad bitch, put ya hands up high",if bad bitch put ya hand high
11612,3,0,1,2,neither,If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,if hoe i be about to treat like one like you be good girl i be about to treat like one do not discriminate
11613,3,0,3,0,offensive_language,If you a top notch bitch lemme here you holler. (:,if top notch bitch let me holler
11614,3,1,2,0,offensive_language,If you act like a fucking retard when your high it's over mane stay away from me.,if act like fuck retard high mane stay away
11615,3,0,3,0,offensive_language,If you ain't Stevie J's bitch of course you'll call him the scum of the earth.His bitches hooked while they're upset though.,if be not stevie j bitch course you will call scum earthhis bitch hook they be upset though
11616,3,0,3,0,offensive_language,"If you ain't a hoe, get up out my trap house @Reptar_ .",if be not hoe get trap house
11617,3,0,3,0,offensive_language,If you ain't ma bro you better watch yo bitch &#;&#;&#;&#; borrow yo hoe introduce ma pimp !,if be not bro well watch yo bitch borrow yo hoe introduce pimp
11618,3,0,3,0,offensive_language,If you ain't my bro... Your bitch single In My eyes &#;&#;,if be not bro your bitch single in my eye
11619,3,1,2,0,offensive_language,"If you ain't sucking dick, why you sitting there with puckered lips? That's collagen, muhfuckin bitch",if be not suck dick sit puckered lip that be collagen muhfuckin bitch
11620,3,1,0,2,neither,"If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash.",if descend anything less european nobility andor royalty nontitled common gutter trash
11621,3,1,2,0,offensive_language,If you are out clubbing every weekend and leaving your child with your baby momma I don't wanna hear you bitch about child support. &#;&#;,if club every weekend leave child baby momma do not want to hear bitch child support
11622,3,0,3,0,offensive_language,If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.,if be not go stick one garbage recycle i be go give single fuck i be put trash
11623,9,1,8,0,offensive_language,If you ask me every bitch gay,if ask every bitch gay
11624,6,0,6,0,offensive_language,If you attractive people just gone up and assume you got hoes,if attractive people go assume get hoe
11625,3,0,3,0,offensive_language,If you ballin then buy ya bitch something,if ballin buy ya bitch something
11626,6,0,6,0,offensive_language,If you balling buy yo bitch somethin,if balling buy yo bitch somethin
11627,3,1,2,0,offensive_language,If you body count more then mine you a hoe js.,if body count mine hoe j
11628,6,0,4,2,offensive_language,If you can't turn Instagram likes/follows into some real life shit #trash,if can not turn instagram likesfollows real life shit trash
11629,3,0,1,2,neither,If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,if do not tattoo diversion bird chest malnourish body sir instagram would trash
11630,3,0,3,0,offensive_language,If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?,if do not fuck either slackin turd burgular pussy face whichisit
11631,6,0,6,0,offensive_language,"If you don't know what yo bitch doing tuat ain't you bitch, Im just sayin.",if do not know yo bitch tuat be not bitch i be sayin
11632,3,0,3,0,offensive_language,If you don't say thank you after someone holds the door open for you you're a bitch,if do not say thank someone hold door open you be bitch
11633,3,0,3,0,offensive_language,If you dont know uncle JJ your a bitch,if do not know uncle jj bitch
11634,3,1,0,2,neither,"If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve.",if enjoy hunt sport you be trash if hunt food deserve starve
11635,3,0,3,0,offensive_language,If you follow me on twitter and you are being loud cunt on the swings at wintersmith don't be a stranger &#;,if follow twitter loud cunt swing wintersmith do not stranger
11636,3,0,3,0,offensive_language,If you fuckin for your rent you a lame hoe,if fuckin rent lame hoe
11637,3,0,3,0,offensive_language,"If you get into an argument with someone and say, ""Have a nice life &amp; good luck in Ohio."" that's a ""fuck you, bitch leave.""",if get argument someone say have nice life amp good luck ohio that be fuck bitch leave
11638,3,0,3,0,offensive_language,If you go to the barber shop on Friday you have to your charger and some snacks in that bitch &#;,if go barber shop friday charger snack bitch
11639,3,0,3,0,offensive_language,"If you going to the strip club every weekend, you will never experience earned pussy.",if go strip club every weekend never experience earn pussy
11640,3,0,3,0,offensive_language,If you got a body count already in  you can't talk about anybody being a hoe,if get body count already can not talk anybody hoe
11641,3,0,3,0,offensive_language,"If you got a good girl don't turn her into a ""bad bitch"".",if get good girl do not turn bad bitch
11642,3,0,3,0,offensive_language,If you got a nigga and you another nigga #wcw you a hoe &#;&#;,if get nigga another nigga wcw hoe
11643,3,0,3,0,offensive_language,If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-,if get problem bring tense yo bitch as
11644,3,1,2,0,offensive_language,"If you got charge a nigga up for tryna talk to your chick, You really a insecure faggot and have no control over her..",if get charge nigga tryna talk chick you really insecure faggot control
11645,3,0,3,0,offensive_language,"If you got tats on your breast, you a trash ass bitch and stay far away from me with Ya acid pussy.",if get tat breast trash as bitch stay far away ya acid pussy
11646,3,1,2,0,offensive_language,"If you got to act like you cuffing a bitch to get ass your a lame forreal &#; , real niggas let bitches know what it is from jump&#;&#;",if get act like cuff bitch get as lame forreal real nigga let bitch know jump
11647,3,0,3,0,offensive_language,"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.&#;",if hang hoe you be hoe association if try debate you be hoe if get offend you be hoe
11648,3,0,3,0,offensive_language,If you have chemistry the only other thing you need is timing.. But timing's a bitch.,if chemistry thing need time but timing bitch
11649,3,0,3,0,offensive_language,"If you have your friends jump into a fight, it shows that you're just an overall pussy.",if friend jump fight show you be overall pussy
11650,3,0,3,0,offensive_language,If you hoes stop shaving I'm running around spraying nair on all of y'all.,if hoe stop shave i be run around spray nair you all
11651,3,0,2,1,offensive_language,If you jump someone you're a bitch,if jump someone you be bitch
11652,3,0,3,0,offensive_language,If you jump someone you're a bitch regardless the situation,if jump someone you be bitch regardless situation
11653,3,3,0,0,hate_speech,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",if kill cop cracker baby next black state white state latino state be not move backwards
11654,3,0,3,0,offensive_language,If you know a guy has a newborn baby why the fuck are you trying to talk to him? Desperate ass hoe,if know guy newborn baby fuck try talk desperate as hoe
11655,3,0,3,0,offensive_language,"If you like the k gold rillos, your a pussy",if like gold rillos pussy
11656,3,0,3,0,offensive_language,"If you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit.",if love somebody can not cheat hoe certain shit because limit type shit
11657,3,0,0,3,neither,"If you must call me a cracker, please call me a Cheez-It, not a saltine.",if must call cracker please call cheezit saltine
11658,3,0,3,0,offensive_language,If you not his momma or his sisters goodbye bitch! I do not have time for that.,if momma sister goodbye bitch time
11659,6,0,6,0,offensive_language,If you not lickin toes you a basic bitch.. And I can't fuck with a basic bitch,if lickin toe basic bitch and can not fuck basic bitch
11660,3,0,3,0,offensive_language,If you not my bitch. I really don't care &#;,if bitch really do not care
11661,3,1,2,0,offensive_language,If you one of my hoes .... make yourself known,if one hoe make know
11662,3,0,3,0,offensive_language,If you only like cheese pizza you're a pussy. Stay away from me and my lovely combination pizza,if like cheese pizza you be pussy stay away lovely combination pizza
11663,3,0,3,0,offensive_language,If you rat on your family just so you don't get in trouble you're a little bitch #BloodThickerThanWater,if rat family do not get trouble you be little bitch bloodthickerthanwater
11664,3,0,3,0,offensive_language,"If you really know me, you know all the problem i go through with all these hating ass bitches.",if really know know problem go hat as bitch
11665,3,0,3,0,offensive_language,"If you said more today on the internet about Duck Dynasty than about the #NorthwestImperative, you're a useless whigger.",if say today internet duck dynasty northwestimperative you be useless whigger
11666,3,2,1,0,hate_speech,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",if say follow word conversation nigger nigga swag yolo fag retard
11667,3,0,3,0,offensive_language,If you say anything about me I'll knock ur boyfriend out. Go for it bitch. Your boyfriend is a pubeless runt.,if say anything ill knock you be boyfriend go bitch your boyfriend pubeless runt
11668,3,0,3,0,offensive_language,"If you see me , SPEAK bitch. !",if see speak bitch
11669,4,0,4,0,offensive_language,"If you single, just start hitting up those hoes. &#; &#;",if single start hitting hoe
11670,6,0,6,0,offensive_language,If you slow down for a puddle you're a bitch,if slow puddle you be bitch
11671,3,0,3,0,offensive_language,If you sneak dissing &amp; I come to you tryna address the initial issue &amp; you say it ain't nothing... You a bitch,if sneak diss amp come tryna address initial issue amp say be not nothing you bitch
11672,3,0,3,0,offensive_language,If you sweat pussy it's somethin new to you..,if sweat pussy somethin new
11673,3,0,3,0,offensive_language,If you take a long time to text back you a hoe,if take long time text back hoe
11674,3,1,2,0,offensive_language,If you tell a dyke she looks just like a nigga is that a compliment? I've always wondered that,if tell dyke look like nigga compliment i have always wonder
11675,3,1,2,0,offensive_language,If you texting other niggas just let me know so I can find me some other bitches. No hard feelings,if texting niggas let know find bitches no hard feeling
11676,3,0,0,3,neither,"If you think that the term #redskins being offensive is a political issue, you are ignorant.",if think term redskin offensive political issue ignorant
11677,3,0,2,1,offensive_language,If you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @FenkellPayroll #Loud,if want come buy be not mufuckin fronting nowadays niccas play game hunned loud
11678,6,1,5,0,offensive_language,If you was a bitch nigga in  you still Gona be a bitch nigga in  &#;&#;,if bitch nigga still gona bitch nigga
11679,3,0,3,0,offensive_language,If you will fuck or try and fuck ya niccas girl .. You a buster lol,if fuck try fuck ya niccas girl you buster lol
11680,3,0,3,0,offensive_language,"If you work a graveyard shift, she cheating on you off tops. Somebody else gon be tucking ya bitch in.",if work graveyard shift cheat top somebody else gon tuck ya bitch
11681,3,2,0,1,hate_speech,"If you would have followed George Washington in , it means that you're white trash.",if would follow george washington mean you be white trash
11682,3,0,3,0,offensive_language,"If you're a male and ""hoes/hos"" and/or ""bitches"" is your default word for women...you gotta go. Remove yourself, please.",if you be male hoeshos andor bitch default word womenyou get to go remove please
11683,3,0,3,0,offensive_language,"If you're a whiney bitch, have a ZIMA and shut the fuck up! 
#Democrats http://t.co/ZAYMXsdza",if you be whiney bitch zima shut fuck democrat
11684,3,0,3,0,offensive_language,If you're acting like more of a bitch than your bitch... there's a problem,if you be act like bitch bitch there be problem
11685,3,0,3,0,offensive_language,If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.,if you be little scared bitch possibility louisville purgejust go ferguson
11686,3,0,2,1,offensive_language,"If you're gonna be a hoe, then don't look for relationships. you lost that privilege when you decided to be a hoe.",if you be go to hoe do not look relationship lose privilege decide hoe
11687,3,0,3,0,offensive_language,If you're having girl problems I feel bad for you son. I got  problems but a bitch ain't one&#;&#;,if you be girl problem feel bad son get problem bitch be not one
11688,3,0,3,0,offensive_language,If you're not attractive .... bitch you ain't making my drinks...! TF you think this is.?,if you be attractive bitch be not make drink tf think
11689,3,1,0,2,neither,"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash.",if you be directly descend european royalty upper nobility you be fully human you be common gutter trash
11690,3,0,3,0,offensive_language,If you're not watching this Seahawks game you're hella bitch.,if you be watch seahawks game you be hella bitch
11691,3,0,1,2,neither,"If you've ever been to drunk to fish, you might be a redneck",if you have ever drink fish might redneck
11692,3,1,2,0,offensive_language,"If your a nigga ... And you use the term "" yassssssssss "" im just gonna assume your a fag",if nigga and use term yassssssssss i be go to assume fag
11693,3,1,2,0,offensive_language,If your main reason for disliking something is because it is popular there is a % chance you're a little stupid idiot bitch baby child.,if main reason dislike something popular chance you be little stupid idiot bitch baby child
11694,3,0,3,0,offensive_language,"If your parents let you drink underage, they're fucking retarded and so are you.",if parent let drink underage they be fuck retard
11695,3,0,3,0,offensive_language,"If your pussy stink, you aint goin to heaven",if pussy stink be not goin heaven
11696,3,0,2,1,offensive_language,If your twitter is private but your Instagram is public u r probs a trash talking thot,if twitter private instagram public probs trash talk thot
11697,3,1,2,0,offensive_language,If youu let yo bitch leave with another niggah and don't say shit thats on youu!,if youu let yo bitch leave another niggah do not say shit that be youu
11698,3,0,3,0,offensive_language,Iggy Azaelia is no one hit wonder. She is a bad bitch.,iggy azaelia one hit wonder she bad bitch
11699,3,0,1,2,neither,Iggy is trending. Twitter's trash today.,iggy trend twitter trash today
11700,3,0,0,3,neither,Igot to level  so far on flappy birds smh,igot level far flappy bird smh
11701,3,0,3,0,offensive_language,Ihate a nosie bitch ',ihate nosie bitch
11702,3,0,3,0,offensive_language,Ihate them mad bitches where the glad ones at?,ihate mad bitch glad one
11703,3,0,3,0,offensive_language,Iite Peyton don&#;t be a faggot this drive,iite peyton do not faggot drive
11704,3,0,3,0,offensive_language,Ik his bitch ass saw me mentioned his tall ass,ik bitch as saw mention tall as
11705,3,0,2,1,offensive_language,"Iknow a couple mf that does this, there favorite line i wouldnt Do that thats Young. bitch STOPP ' YOUR young minded",iknow couple mf favorite line would not do that be young bitch stopp your young mind
11706,3,0,3,0,offensive_language,Ill fire that nina like its her first day on the job an the bitch over slept,ill fire nina like first day job bitch slept
11707,3,0,3,0,offensive_language,Ill take yo bitch and make her everybody bitch&#;&#;,ill take yo bitch make everybody bitch
11708,3,0,3,0,offensive_language,Illist bitch alive,illist bitch alive
11709,4,0,4,0,offensive_language,Im a Single bitch on this Money shit &#;&#;,i be single bitch money shit
11710,3,0,3,0,offensive_language,Im a boogie ass niggahs to these fast hoes,i be boogie as niggahs fast hoe
11711,3,1,2,0,offensive_language,"Im a different nigga...if the pussy good im not tryna fuck for no mins..im stopping, backing out it, anything i ca think of to last longer",i be different niggaif pussy good i be tryna fuck minsim stop back anything ca think last long
11712,3,1,2,0,offensive_language,Im a ghetto ass nigga you suburban,i be ghetto as nigga suburban
11713,3,0,3,0,offensive_language,Im a queer.... #mmm,i be queer mmm
11714,3,0,3,0,offensive_language,"Im a rich niggaaaaa, i need a rich bitch.",i be rich niggaaaaa need rich bitch
11715,6,0,6,0,offensive_language,Im a south side niggah fuck around fuck around,i be south side niggah fuck around fuck around
11716,3,0,1,2,neither,Im a twat,i be twat
11717,3,0,3,0,offensive_language,Im a westside niggah so you know im rockin wit Game,i be westside niggah know i be rockin wit game
11718,3,0,3,0,offensive_language,Im about to fuck taylors bitch ass up,i be fuck taylor bitch as
11719,3,0,3,0,offensive_language,Im about to get all the pussy.,i be get pussy
11720,3,0,3,0,offensive_language,Im addicted to bad bitches like I never had bitches,i be addict bad bitch like never bitch
11721,3,0,3,0,offensive_language,"Im allowed to trip on my bitch , she cant trip on me tho",i be allow trip bitch can not trip though
11722,3,0,3,0,offensive_language,Im back bitches!!!!!!,i be back bitch
11723,3,0,3,0,offensive_language,Im back to square one . No bitches .no weed a lotta hang ova,i be back square one no bitch weed lotta hang ovum
11724,3,0,3,0,offensive_language,"Im done with life""@Gmel_Genuine: Im just ready to wake up and have pussy for breakfast everyday""",i be do life i be ready wake pussy breakfast everyday
11725,3,0,3,0,offensive_language,Im elated i passed on my creative gene to my daughter but she also got the retarded gene too.,i be elate passed creative gene daughter also get retarded gene
11726,3,0,3,0,offensive_language,Im from the  you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,i be already know bout bust flow bitch hoe name miguel chillin nigga tono
11727,3,0,3,0,offensive_language,Im getting sleepy this water doing a bitch right,i be get sleepy water bitch right
11728,3,0,0,3,neither,Im glad I met this chick. Reminds me the trash I left behind,i be glad meet chick reminds trash leave behind
11729,3,0,3,0,offensive_language,Im hardly on this hoe anymore lol,i be hardly hoe anymore lol
11730,6,0,6,0,offensive_language,"Im ice cube, u can call me the grinch. i got ur list but i aint giving u shit, bitch.",i be ice cube call grinch get you be list be not give shit bitch
11731,6,1,5,0,offensive_language,Im in a full suit bow tie and all at a restaurant &amp; called my frat a bitch ass nigga.Caught myself Bc Im around white ppl staring at me lol,i be full suit bow tie restaurant amp call frat bitch as niggacaught because i be around white people star lol
11732,3,0,0,3,neither,Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,i be mickey d go ask double cheese burger wit cheese foh
11733,6,1,5,0,offensive_language,"Im just a young niggah out here chasing ins, til im in the driver seat of my benz",i be young niggah chase in til i be driver seat benz
11734,3,0,3,0,offensive_language,Im just a young niggah tryna live my life long,i be young niggah tryna live life long
11735,3,0,3,0,offensive_language,Im just gettin started oh yeah we got it bitch,i be gettin start oh yeah get bitch
11736,3,0,3,0,offensive_language,Im just in my car jamming to Taylor Swift with my side bitch,i be car jamming taylor swift side bitch
11737,3,0,3,0,offensive_language,Im looking for a reason to really spazz on a bitch (never my lady) but....a bitch none the less lol,i be look reason really spazz bitch never lady buta bitch none less lol
11738,3,0,3,0,offensive_language,Im mad james let me drink that shit... payback is a bitch,i be mad james let drink shit payback bitch
11739,3,1,2,0,offensive_language,"Im married to a retard, must be why we're so good together. Nigga hunching me in his sleep.",i be marry retard must good together nigga hunch sleep
11740,3,0,3,0,offensive_language,Im n a tight circle bitch you can't get thru dis loop,i be tight circle bitch can not get thru dis loop
11741,3,0,3,0,offensive_language,Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs,i be never cuffin unless bitch grow act grow can not deal wit lil girl nbs
11742,3,0,3,0,offensive_language,Im not tongue kissing these bitches tho,i be tongue kissing bitch though
11743,3,0,3,0,offensive_language,"Im nt rey talk about a dumbass bitch thats lost in this world, she really need to be saved at save http://t.co/EJVabim try it, it wrks",i be nt rey talk dumbass bitch that be lose world really need save save try wrks
11744,9,1,8,0,offensive_language,Im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,i be cocky hoe hmmm wonder prolyy cuz do not fuck wit you all
11745,3,0,2,1,offensive_language,Im order to be a real nicca you gotta be Real ... Nicca!,i be order real nicca get to real nicca
11746,3,0,3,0,offensive_language,Im prolly wit yo bitch big butt cant fit up in the !,i be probably wit yo bitch big butt can not fit
11747,3,0,0,3,neither,Im ready for today &#;&#;&#;#iu #iubb #hoosiers #hoosierstate #ncaa #big #michigan #gameday #btown&#; http://t.co/gJNMoW,i be ready today iu iubb hoosier hoosierstate ncaa big michigan gameday btown
11748,3,0,2,1,offensive_language,"Im retarded for real, im sitting here getting mad thinking my daughter ignoring me then I remember she aint here.",i be retard real i be sit get mad think daughter ignore remember be not
11749,3,1,2,0,offensive_language,"Im rick james bitch, show me ya titties",i be rick james bitch show ya titty
11750,3,0,3,0,offensive_language,Im sippin hot tea bitch,i be sippin hot tea bitch
11751,3,0,3,0,offensive_language,Im smoking good n my bitch conceited! --- @JAYREIDOFFICIAL,i be smoke good bitch conceited
11752,3,2,1,0,hate_speech,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,i be soooooo tired dick dyke show fb feed real stud do not fucc niggas just bisexual
11753,3,0,3,0,offensive_language,Im sorry but you didn't have to be a bitch last night.,i be sorry do not bitch last night
11754,3,0,3,0,offensive_language,"Im sorry, I use to be on that shit, but im not worried about the next bitch #unbothered #threatenwho",i be sorry use shit i be worried next bitch unbothered threatenwho
11755,6,1,5,0,offensive_language,Im start askin dese hoe niggas if they got sand in they pussy....,i be start askin dese hoe nigga get sand pussy
11756,3,0,3,0,offensive_language,Im still going trick or treating. Thats free munchies bitch,i be still go trick treating that be free munchies bitch
11757,3,0,3,0,offensive_language,Im such a bitch sometimes&#;&#;,i be bitch sometimes
11758,3,0,0,3,neither,Im telling you man!  @KfromtheG: Roethlisberger got his record expunged and became trash.,i be tell man roethlisberger get record expunge become trash
11759,3,0,3,0,offensive_language,Im the biggest pussy when it comes to scary stuff,i be big pussy come scary stuff
11760,3,0,3,0,offensive_language,Im the man around this bitch baby check out my wrist watch &#;&#;,i be man around bitch baby check wrist watch
11761,9,2,6,1,offensive_language,Im the niggah she really wanna ride wit,i be niggah really want to ride wit
11762,3,0,3,0,offensive_language,Im thinkin about using this beat and yeah I made it too bitch lol http://t.co/HTUkUSZJo,i be thinkin use beat yeah make bitch lol
11763,3,0,3,0,offensive_language,Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.,i be tire weak as men mention tellin ok justified punch woman face that shit bitch make
11764,3,0,3,0,offensive_language,Im tired of seeing this disturbing bitch with  tits,i be tire see disturb bitch tit
11765,6,0,6,0,offensive_language,Im tired of these bitches actin like they loyal lol,i be tire bitch actin like loyal lol
11766,3,0,3,0,offensive_language,Im trying to come back as a fine ass bitch next lifetime....,i be try come back fine as bitch next lifetime
11767,3,0,3,0,offensive_language,"Im trying to take the word ""bitch"" outta my vocabulary , hardest shit ever",i be try take word bitch outta vocabulary hardest shit ever
11768,6,0,6,0,offensive_language,"Im way out of your league hoe, please excuse my ego",i be way league hoe please excuse ego
11769,3,0,3,0,offensive_language,"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it.",i be wearin one walmart jacket around walmart ghetto lmao fuck
11770,3,0,3,0,offensive_language,Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,i be wit yo bitch smokin let keep mid i be go to roll potent
11771,3,0,3,0,offensive_language,Ima be home tomorrow so line up a bitch for me,i be about to home tomorrow line bitch
11772,3,0,3,0,offensive_language,Ima have to fuck with my nigga Omar about those weed brownies,i be about to fuck nigga omar weed brownie
11773,3,0,3,0,offensive_language,"Ima hypocrite. I'll say ""I dont fuck with hoes"" then  days later let a hoe play with my dick in the McDonald's drive thru. Love their fries",i be about to hypocrite ill say do not fuck hoe day later let hoe play dick mcdonalds drive thru love fry
11774,3,0,3,0,offensive_language,Ima kill cay &#;&#; ugh she stay on my last nerve but I love that's funccy bitch,i be about to kill cay ugh stay last nerve love that be funccy bitch
11775,3,0,3,0,offensive_language,Ima knock that pussy out like fight !&#;&#;&#; http://t.co/XvWlRGDu,i be about to knock pussy like fight
11776,3,0,3,0,offensive_language,Ima knock the pussy out like fight night. &#;&#;,i be about to knock pussy like fight night
11777,6,0,6,0,offensive_language,Ima pull up eat on that pussy and dip &#;,i be about to pull eat pussy dip
11778,3,0,3,0,offensive_language,Ima pull up eat on that pussy and dip...,i be about to pull eat pussy dip
11779,3,0,3,0,offensive_language,Ima pull up eat on that pussy n dip,i be about to pull eat pussy dip
11780,3,0,3,0,offensive_language,Ima shmurda dance in that pussy hoe !!,i be about to shmurda dance pussy hoe
11781,6,0,5,1,offensive_language,Ima side bitch from time to time and I stay in my place,i be about to side bitch time time stay place
11782,3,0,3,0,offensive_language,Ima spread that pussy out like a acre,i be about to spread pussy like acre
11783,4,0,3,1,offensive_language,Ima start friend zoning these hoes &#;&#;&#;,i be about to start friend zoning hoe
11784,3,0,3,0,offensive_language,Ima tear that pussy UUUUP,i be about to tear pussy uuuup
11785,6,0,0,6,neither,Ima trash @ForeverMEM in fantasy,i be about to trash fantasy
11786,6,0,5,1,offensive_language,Imma get home around  problem is it's a coon leaving the bar that drank  shots of crown royal think he still can drive,i be go to get home around problem coon leave bar drank shot crown royal think still drive
11787,3,1,2,0,offensive_language,Imma knock the pussy out like fight night,i be go to knock pussy like fight night
11788,3,0,3,0,offensive_language,Imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the BS frfr,i be go to limit association grade bitch next year life go people do not get time b frfr
11789,3,0,3,0,offensive_language,Imma treat you how you act ... If you act like a bitch you'll get treated like a bitch,i be go to treat act if act like bitch you will get treat like bitch
11790,3,0,2,1,offensive_language,In  I'm resolved to perfect my bitch face.,in i be resolve perfect bitch face
11791,3,0,2,1,offensive_language,"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/nMuayrW http://t.co/qiYqNmemw",in hope recruit more woman isi open jihadi finish school
11792,3,0,3,0,offensive_language,"In a movie, everybody ain't the star... Need Co stars and extras... &#;@ChanteGooden I hate hoes that take pride in being the other chick&#;",in movie everybody be not star need co star extras hate hoe take pride chick
11793,3,0,3,0,offensive_language,"In case you forgot hoe I been up since : on the dot made , dollars at work and still haven't slept.",in case forget hoe since dot make dollar work still have not sleep
11794,3,0,3,0,offensive_language,"In class still drunk from last night and this broad is doing a presentation on Chipotle, bitch can I live #tease #feedme",in class still drink last night broad presentation chipotle bitch live tease feedme
11795,3,0,3,0,offensive_language,In class tearing up like a bitch,in class tearing like bitch
11796,3,0,3,0,offensive_language,In da club makin movies. I feel like tyler perry. Fuckin niggas bitches.dey like why did.i gt married.,in da club makin movie feel like tyler perry fuckin niggas bitchesdey like didi gt marry
11797,3,1,2,0,offensive_language,In elementary school I tied a girl to the tetherball pole with the tetherball cause she was bein a bitch.,in elementary school tie girl tetherball pole tetherball because bein bitch
11798,3,0,3,0,offensive_language,In life you must ask yourself...are you a chosen one or a basic bitch? #letsbereal,in life must ask yourselfare choose one basic bitch letsbereal
11799,3,0,3,0,offensive_language,In my  years I've supported more niggas and bitches and they kids and well.. my gratitude has died.,in year i have support niggas bitch kid well gratitude die
11800,3,1,2,0,offensive_language,"In my opinion LHHA is a spot on description of how some of Atlanta is. Dumb hoes and niggas, ratchet broads, and stupid arguments.",in opinion lhha spot description atlanta dumb hoe niggas ratchet broad stupid argument
11801,6,2,4,0,offensive_language,In my opinion every bitch gay.,in opinion every bitch gay
11802,3,0,3,0,offensive_language,In order to be a real nicca you gots to be REAL nicca!,in order real nicca gots real nicca
11803,3,0,3,0,offensive_language,"In other news, my eyelid is STILL spasming. Putting on mascara today was a bitch. #wtf",in news eyelid still spasming put mascara today bitch wtf
11804,3,0,3,0,offensive_language,In other words call you a bitch.,in word call bitch
11805,6,2,4,0,offensive_language,In reality lame niggas and corny niggas get bitches bc it's sooo many of dem niggas nbs lol,in reality lame niggas corny nigga get bitch because sooo many dem nigga nbs lol
11806,3,0,2,1,offensive_language,In redneck land ;) #Tennessee,in redneck land tennessee
11807,3,0,3,0,offensive_language,"In the past week, both Paula Dean AND my uncle lost their jobs for saying ""nigger"". Bullllllshiiiiitttt",in past week paula dean and uncle lose job say nigger bullllllshiiiiitttt
11808,3,0,3,0,offensive_language,"In the words of lil Debbie ""I'm that bitch""",in word lil debbie i be bitch
11809,3,0,3,0,offensive_language,"In this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. I have to&#; http://t.co/LVODRmiwIh",in update find lots hardcore cock suck as pound pussy pulsing thrill
11810,3,0,2,1,offensive_language,In two months tho hoe,in two month though hoe
11811,3,0,2,1,offensive_language,In yo bitch dm like.. http://t.co/OuJULaXr,in yo bitch dm like
11812,3,0,0,3,neither,In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,innout like sunshine blue sky the song bird smile front porch the perfume ocean windkissed cheek
11813,3,0,0,3,neither,Inbed eating left over poppadom. #livinthedream,inbed eating leave poppadom livinthedream
11814,3,0,3,0,offensive_language,Including ya size hoe !,include ya size hoe
11815,3,0,3,0,offensive_language,Inde jus got me all hype at work!! I knew my bitch Candace ain't die,inde jus get hype work know bitch candace be not die
11816,3,0,3,0,offensive_language,Indiana ain't gone give these niccas shit ... They was posed to win the last game!,indiana be not go give niccas shit they pose win last game
11817,3,0,1,2,neither,Indiana lost to Bowling Green. Big Ten continues to be trash.,indiana lose bowling green big ten continue trash
